group,names,scores,logfoldchanges,pvals,pvals_adj
FCGR3A+ Monocytes,XPOT,3.9964983,,6.428630928884081e-05,7.815964655178213e-05
FCGR3A+ Monocytes,RP11-70P17.1,3.9406834,6.024494,8.124979480304657e-05,9.854432359374964e-05
FCGR3A+ Monocytes,PYCARD,3.8092625,,0.00013938194494157017,0.00016803127780780008
FCGR3A+ Monocytes,THYN1,3.7667897,,0.00016536018747646174,0.0001988697383962258
FCGR3A+ Monocytes,ACAP1,3.7598963,,0.00016998387161660267,0.00020430753800072438
FCGR3A+ Monocytes,TBCC,3.7565606,,0.000172264542071977,0.00020692437486123362
FCGR3A+ Monocytes,TUBA1B,3.7229826,,0.00019688302061176752,0.00023603328211458348
FCGR3A+ Monocytes,HLA-DRB5,3.7155333,,0.0002027755699183388,0.0002426996647735952
FCGR3A+ Monocytes,GZMK,3.7067497,,0.0002099362850151138,0.00025111995815205
FCGR3A+ Monocytes,ISG15,3.6880705,,0.0002259610274474896,0.0002696432308442597
FCGR3A+ Monocytes,EIF1AY,3.6727269,,0.00023997585272980134,0.00028602604616186094
FCGR3A+ Monocytes,CTSC,3.648155,,0.0002641302611342971,0.0003140668979004722
FCGR3A+ Monocytes,POLR3E,3.588671,,0.00033236807765619407,0.0003942681822730653
FCGR3A+ Monocytes,ZNF747,3.5678792,,0.0003598822534397654,0.0004264007742177315
FCGR3A+ Monocytes,ACSM3,3.5351908,4.955023,0.0004074808191932986,0.0004822258215305309
FCGR3A+ Monocytes,BOLA1,3.501168,,0.0004632235410129576,0.0005468991039114022
FCGR3A+ Monocytes,TNFRSF13B,3.4957201,2.2941155,0.00047278447256124455,0.0005578577847330318
FCGR3A+ Monocytes,JAKMIP1,3.4592512,,0.0005416793212554372,0.0006380204019498672
FCGR3A+ Monocytes,LGALS1,3.458473,,0.0005432467762305631,0.0006394900249918341
FCGR3A+ Monocytes,AL928768.3,3.428286,-0.82536393,0.0006074048080876535,0.0007133350652820358
FCGR3A+ Monocytes,ATF7IP2,3.4271743,,0.000609897404105313,0.0007158420235977852
FCGR3A+ Monocytes,EHMT2,3.4145548,,0.0006388634152075958,0.0007489606274414957
FCGR3A+ Monocytes,PCNP,3.4036586,,0.0006648979037771538,0.0007785689739779319
FCGR3A+ Monocytes,ATG4C,3.3827558,,0.0007176240857851697,0.0008398175374899587
FCGR3A+ Monocytes,PRPF6,3.3789756,,0.0007275648792730014,0.000850953075173101
FCGR3A+ Monocytes,NAAA,3.3538477,,0.0007969623054470562,0.0009310307306624488
FCGR3A+ Monocytes,TNFSF10,3.3017018,,0.0009610019155396657,0.0011193965236338563
FCGR3A+ Monocytes,GIMAP5,3.2587843,,0.0011189072277294012,0.0013025695316989537
FCGR3A+ Monocytes,HLA-DRA,3.2540033,,0.0011379096317445337,0.0013231507345866673
FCGR3A+ Monocytes,NSMAF,3.214199,,0.0013080899736930983,0.001519268262129034
FCGR3A+ Monocytes,ING5,3.1303654,3.1057062,0.001745890575572478,0.0020207066846903684
FCGR3A+ Monocytes,NDNL2,3.127252,,0.0017644855728613945,0.002041047510539496
FCGR3A+ Monocytes,HLA-DPB1,3.1047926,,0.0019041244190284167,0.002198757989640204
FCGR3A+ Monocytes,OAS1,3.0388598,,0.0023747532832109042,0.0027264676041456994
FCGR3A+ Monocytes,C5AR1,3.02574,,0.00248025513690302,0.00284596114389331
FCGR3A+ Monocytes,MALAT1,2.9758177,,0.0029220843404361083,0.0033452596913979486
FCGR3A+ Monocytes,GPATCH4,2.9669785,,0.0030074194026061766,0.0034370507458356303
FCGR3A+ Monocytes,TCEA1,2.9562492,,0.0031140540393556613,0.0035548562093101156
FCGR3A+ Monocytes,CDA,2.8935406,,0.0038092493386572683,0.0043237790450139256
FCGR3A+ Monocytes,EPC1,2.8605187,,0.004229486529443993,0.004798056187684621
FCGR3A+ Monocytes,CCNG1,2.8189354,,0.004818321699161457,0.005450590157422462
FCGR3A+ Monocytes,ZNF428,2.759229,,0.0057937937004045315,0.006546659548479696
FCGR3A+ Monocytes,SPTSSB,2.7147548,1.9356372,0.006632485784612268,0.007481653451339276
FCGR3A+ Monocytes,CITED4,2.6990776,,0.0069531945241777015,0.007839001718351411
FCGR3A+ Monocytes,LTB,2.6862915,,0.007225005304512148,0.008140851047337631
FCGR3A+ Monocytes,SH3BGRL,2.612909,,0.008977517556206653,0.010087098377760284
FCGR3A+ Monocytes,ZUFSP,2.5324109,,0.01132811308137042,0.01271393162892303
FCGR3A+ Monocytes,ATP6V0B,2.4506898,,0.014258276406825053,0.01596671490125986
FCGR3A+ Monocytes,C14orf1,2.434568,,0.014909580092135725,0.016677382653395665
FCGR3A+ Monocytes,NUDT16L1,2.4337897,,0.014941675195555023,0.016703940967641166
FCGR3A+ Monocytes,GPR183,2.4029913,,0.016261572544102747,0.018169354797880163
FCGR3A+ Monocytes,IMPDH2,2.3346124,,0.019563677805916987,0.02179796970018606
FCGR3A+ Monocytes,C12orf45,2.328942,,0.019862140691687825,0.02209359365037578
FCGR3A+ Monocytes,CD2,2.322938,,0.020182485760838635,0.022437449428392035
FCGR3A+ Monocytes,LILRA3,2.2274299,,0.02591856125589579,0.02875048392223604
FCGR3A+ Monocytes,PRPS2,2.2247615,,0.026097261649897483,0.028932662583034903
FCGR3A+ Monocytes,ABHD17B,2.1856241,4.203633,0.02884311321515603,0.03195912821623937
FCGR3A+ Monocytes,PTPN7,2.1730602,,0.029775784390383152,0.032956042490739516
FCGR3A+ Monocytes,MED9,2.1354797,1.920672,0.0327218536271408,0.03619674073798761
FCGR3A+ Monocytes,C1orf162,2.1183572,,0.03414483746839613,0.037749958505689477
FCGR3A+ Monocytes,MAFB,2.0655441,,0.03887154846086691,0.04292826997334833
FCGR3A+ Monocytes,RGS19,2.0225153,,0.043123134851506456,0.04754480137983071
FCGR3A+ Monocytes,REXO2,2.012175,,0.04420147539769023,0.048706859942358384
FCGR3A+ Monocytes,CTD-2547L24.4,1.9878256,0.76469594,0.04683098200733664,0.05154758613906069
FCGR3A+ Monocytes,NPHP3,1.9576944,,0.050265883886346674,0.0552372350399414
FCGR3A+ Monocytes,HMOX1,1.942462,,0.05208119465864754,0.057169258681281594
FCGR3A+ Monocytes,NAP1L4,1.911219,,0.05597644916852944,0.061377685491808595
FCGR3A+ Monocytes,FGL2,1.8887595,,0.058924057594954046,0.06457430969310032
FCGR3A+ Monocytes,DUS3L,1.8576276,,0.0632219077576738,0.06917057741539803
FCGR3A+ Monocytes,PCNX,1.854848,,0.06361793126547208,0.06956580783539866
FCGR3A+ Monocytes,ILF3-AS1,1.826607,,0.06775888408151015,0.073932224857076
FCGR3A+ Monocytes,S1PR4,1.7944745,,0.07273747554292645,0.07919159013927757
FCGR3A+ Monocytes,ANKRD27,1.7623419,3.8964279,0.07801154928882709,0.08484127165723446
FCGR3A+ Monocytes,LSM14A,1.7536138,,0.07949669561755568,0.08640945175821269
FCGR3A+ Monocytes,TMEM14B,1.7088618,,0.08747655415555224,0.0949284364140556
FCGR3A+ Monocytes,BLVRA,1.6959643,,0.08989264145145855,0.09739181088998759
FCGR3A+ Monocytes,FUS,1.5999002,,0.109620716671879,0.1186371392552803
FCGR3A+ Monocytes,TUBA4A,1.5964535,,0.11038758088894032,0.11940246715948115
FCGR3A+ Monocytes,GSTO1,1.5522017,,0.1206139544804271,0.12997193370735677
FCGR3A+ Monocytes,ARPC5,1.5274074,,0.1266597249007553,0.1364132739911204
FCGR3A+ Monocytes,MYOM2,1.4745945,,0.1403216067957774,0.15072138216517444
FCGR3A+ Monocytes,GOLGB1,1.3802538,,0.1675085252356292,0.17924935819757004
FCGR3A+ Monocytes,CCDC109B,1.3271629,,0.18445483335028323,0.19706712964773848
FCGR3A+ Monocytes,AP2S1,1.2775742,,0.20139960904766607,0.21482624965084382
FCGR3A+ Monocytes,FCGRT,1.2515569,,0.21073139299089705,0.22430164235326988
FCGR3A+ Monocytes,NDFIP1,1.2275409,,0.21961939079941029,0.2335134405097398
FCGR3A+ Monocytes,POU2F2,1.1309209,,0.25808841573127916,0.27354363087575956
FCGR3A+ Monocytes,INTS2,1.1279188,,0.25935420207533955,0.27473962084252074
FCGR3A+ Monocytes,ANKRA2,1.0873362,,0.27688825209582846,0.29269371257487153
FCGR3A+ Monocytes,OAZ2,1.0467536,,0.29521324023610085,0.3115707020961487
FCGR3A+ Monocytes,LRRFIP1,1.03141,,0.3023485817514845,0.3189331031133803
FCGR3A+ Monocytes,SLC31A2,1.0252948,,0.3052240917907625,0.3217966175970084
FCGR3A+ Monocytes,APOBEC3A,1.0060598,,0.3143868113561715,0.3309334856380753
FCGR3A+ Monocytes,ARID4B,0.98893726,,0.322693840488815,0.3394990431234245
FCGR3A+ Monocytes,SNX3,0.95958436,,0.3372644488071054,0.35464190200536844
FCGR3A+ Monocytes,SF3B1,0.9508007,,0.3417055498720767,0.3591230161556245
FCGR3A+ Monocytes,PACRGL,0.9184458,,0.35838551956210885,0.3756661630630072
FCGR3A+ Monocytes,RP11-349A22.5,0.91144115,,0.3620629886449658,0.3793221463016928
FCGR3A+ Monocytes,SUCLG2,0.9109964,,0.3622972742652235,0.3793688735761503
FCGR3A+ Monocytes,CD74,0.8803093,,0.3786917963374754,0.39591405785413003
FCGR3A+ Monocytes,NOP58,0.80853915,,0.4187802610075575,0.43691211372723787
FCGR3A+ Monocytes,TNFAIP8,0.7800202,,0.4353790079446528,0.4539927090142365
FCGR3A+ Monocytes,FCN1,0.6732823,,0.5007677009204172,0.5202781308264075
FCGR3A+ Monocytes,DHX36,0.67172575,,0.5017583227675775,0.5210366799247949
FCGR3A+ Monocytes,TOB1,0.6438182,,0.5196933152767033,0.539100949457161
FCGR3A+ Monocytes,IFI6,0.6371471,,0.5240290262096055,0.5433167716014572
FCGR3A+ Monocytes,PWP1,0.61646664,,0.5375865759979577,0.5568720242308404
FCGR3A+ Monocytes,PTGES3,0.6079054,,0.5432502273597541,0.562370835776143
FCGR3A+ Monocytes,ATP1B3,0.60601526,,0.544504635662532,0.5633777916839442
FCGR3A+ Monocytes,NKTR,0.5972316,,0.550352763495151,0.5688400656280631
FCGR3A+ Monocytes,SIGLEC10,0.59611976,,0.551095232078189,0.5693132562791209
FCGR3A+ Monocytes,RAB40C,0.56554383,-0.5382018,0.5717039391291817,0.5899937452313537
FCGR3A+ Monocytes,CTC-444N24.11,0.5620971,1.8202087,0.5740498910977007,0.5918040114409285
FCGR3A+ Monocytes,MED27,0.55331343,,0.5800488096868557,0.5976803809241171
FCGR3A+ Monocytes,UBE2L6,0.54208374,,0.5877608372088783,0.6053149713788654
FCGR3A+ Monocytes,NUP54,0.5082834,,0.6112546122563236,0.6291864253796434
FCGR3A+ Monocytes,CD37,0.5003892,,0.6168010258977865,0.6345689566849656
FCGR3A+ Monocytes,HCFC2,0.48682463,,0.6263826057334632,0.6440952244045893
FCGR3A+ Monocytes,ATP1A1,0.4727041,,0.6364242905488713,0.6537486292232884
FCGR3A+ Monocytes,UBXN1,0.46959093,,0.6386473077032215,0.6556953877856484
FCGR3A+ Monocytes,CEP120,0.46380928,,0.6427843837997445,0.6592660346664045
FCGR3A+ Monocytes,MINA,0.46014017,-0.5287878,0.6454156046503834,0.6616254276272511
FCGR3A+ Monocytes,PRPF31,0.45825005,,0.6467728189675093,0.6626770686142514
FCGR3A+ Monocytes,SELL,0.44212818,,0.6583964611545502,0.6732070154954501
FCGR3A+ Monocytes,ADA,0.4246721,,0.6710757366257114,0.6854706196381117
FCGR3A+ Monocytes,EVI2B,0.38242167,,0.7021486066632376,0.7164781700645282
FCGR3A+ Monocytes,TALDO1,0.3769736,,0.706193217092558,0.7202378552703294
FCGR3A+ Monocytes,TCEAL4,0.37230384,,0.709666648214283,0.7226747945155632
FCGR3A+ Monocytes,IL16,0.35462537,,0.7228702650076049,0.7357458168016334
FCGR3A+ Monocytes,GDI2,0.34506345,,0.7300466770841544,0.7426721028323036
FCGR3A+ Monocytes,DEGS1,0.29158333,,0.7706052201500463,0.7831353863313478
FCGR3A+ Monocytes,ZCCHC9,0.28168786,,0.7781828752140179,0.7904346116952949
FCGR3A+ Monocytes,ABRACL,0.2232044,,0.8233764269298458,0.8337989133466792
FCGR3A+ Monocytes,UBE2D2,0.22142544,,0.8247611882384092,0.8347785306056773
FCGR3A+ Monocytes,SPG20,0.18184349,,0.8557055567172397,0.8652230098253182
FCGR3A+ Monocytes,LYRM4,0.1787303,,0.8581494773997083,0.8668176539390993
FCGR3A+ Monocytes,ISCU,0.16494332,,0.868988589503744,0.8764383151827978
FCGR3A+ Monocytes,SEC11A,0.11502115,,0.9084283603589702,0.9139118313470526
FCGR3A+ Monocytes,LGALS3,0.11346456,,0.9096622637888585,0.9146930757052373
FCGR3A+ Monocytes,CCND3,0.077551715,,0.9381846517930394,0.9428991475306929
FCGR3A+ Monocytes,ATP6V0E1,0.068768084,,0.9451742258526958,0.9489701062778071
FCGR3A+ Monocytes,BBS2,0.025739387,6.274046,0.9794652082088208,0.9804456538626835
FCGR3A+ Monocytes,ATP5O,0.009617524,,0.9923264438885165,0.9928228553161745
FCGR3A+ Monocytes,ACTB,-0.006170782,,0.9950764598057936,0.9950764598057936
FCGR3A+ Monocytes,CAMK2G,-0.030409167,,0.975740733675728,0.9772065434909644
FCGR3A+ Monocytes,TMEM87B,-0.04080499,,0.9674513621426145,0.9693901424274695
FCGR3A+ Monocytes,DLST,-0.049755402,4.822522,0.9603173067294037,0.9627241170219586
FCGR3A+ Monocytes,TRAF3IP3,-0.05542585,,0.9557992021783268,0.9586752278619125
FCGR3A+ Monocytes,METTL21A,-0.060651556,,0.9516367125182709,0.9549791395065437
FCGR3A+ Monocytes,NUDCD1,-0.07310431,,0.9417231154195176,0.9459800255344224
FCGR3A+ Monocytes,UBA5,-0.13014235,,0.8964538110228493,0.9023188837673369
FCGR3A+ Monocytes,TNFSF13B,-0.14037138,,0.8883665651542672,0.8946289679297755
FCGR3A+ Monocytes,RPL22L1,-0.14270627,,0.8865221601327571,0.8932213200330046
FCGR3A+ Monocytes,BBX,-0.16305318,,0.870476565247309,0.8774965375476905
FCGR3A+ Monocytes,FYB,-0.16777855,,0.8667574971850018,0.8746291596215962
FCGR3A+ Monocytes,MRPS33,-0.17205918,,0.863391001193749,0.871671884092629
FCGR3A+ Monocytes,MT-CO2,-0.17884149,,0.8580621709595886,0.8668176539390993
FCGR3A+ Monocytes,FKBP5,-0.21225265,,0.83190993108584,0.8415881953321598
FCGR3A+ Monocytes,CSNK2B,-0.22342677,,0.8232033703345991,0.8337989133466792
FCGR3A+ Monocytes,TRIP11,-0.22709589,,0.8203491838879777,0.831575452496683
FCGR3A+ Monocytes,S100A6,-0.27101406,,0.786380217836891,0.797545859875143
FCGR3A+ Monocytes,TPO,-0.27412724,0.6569178,0.7839868346972902,0.7955219022803554
FCGR3A+ Monocytes,PPIG,-0.28079838,,0.7788650589966206,0.7907259482199194
FCGR3A+ Monocytes,STX11,-0.32026914,,0.7487643230210417,0.7613262054103118
FCGR3A+ Monocytes,NCF2,-0.3725262,,0.7095011091614953,0.7226747945155632
FCGR3A+ Monocytes,PTPRN2,-0.3761953,,0.7067716997844564,0.7204604483021982
FCGR3A+ Monocytes,MYCBP2,-0.38442302,,0.7006649401266508,0.7153291884907104
FCGR3A+ Monocytes,IL7R,-0.4298978,,0.6672699922174858,0.6819315198952334
FCGR3A+ Monocytes,CTD-2302E22.4,-0.4479098,0.9393989,0.6542182934522418,0.669277026549608
FCGR3A+ Monocytes,RASGRP2,-0.4500223,,0.6526943448714329,0.6680597183945065
FCGR3A+ Monocytes,COX5A,-0.45346907,,0.6502110136990757,0.6658586929842045
FCGR3A+ Monocytes,ARL2BP,-0.46480995,,0.6420675534098594,0.6588687053974955
FCGR3A+ Monocytes,EIF3D,-0.48537922,,0.6274073600502901,0.6448174306786126
FCGR3A+ Monocytes,CAPZA2,-0.5630977,,0.5733683387484039,0.5914062287245011
FCGR3A+ Monocytes,IFIT5,-0.58433414,,0.5589955464876755,0.5771766096930051
FCGR3A+ Monocytes,FOPNL,-0.6055705,,0.5447999996010302,0.5633919334033405
FCGR3A+ Monocytes,ACTR1B,-0.6163555,,0.5376599393948764,0.5568720242308404
FCGR3A+ Monocytes,LINC00936,-0.64581954,,0.5183962203285688,0.5380344788049495
FCGR3A+ Monocytes,ARPC1B,-0.6898489,,0.49028920147362043,0.509656134587963
FCGR3A+ Monocytes,GDPD1,-0.69540817,0.10648691,0.4867995344254399,0.5062917674731564
FCGR3A+ Monocytes,PITHD1,-0.71909064,,0.47208507316063697,0.49124357248765554
FCGR3A+ Monocytes,PSMA7,-0.73387825,,0.4630229255174051,0.48206447216804277
FCGR3A+ Monocytes,HNRNPH3,-0.7456083,,0.4559040524972304,0.47490005468461505
FCGR3A+ Monocytes,DHX9,-0.77056944,,0.44096219581756535,0.4595749826134084
FCGR3A+ Monocytes,FAM110A,-0.8314989,,0.40569182962806505,0.4234779014906733
FCGR3A+ Monocytes,NT5C3A,-0.8580722,,0.3908525908106997,0.40820113922788476
FCGR3A+ Monocytes,ZAP70,-0.868746,,0.3849860773852509,0.402284302387932
FCGR3A+ Monocytes,DHX34,-0.88820344,,0.37443134192823413,0.3916645836069395
FCGR3A+ Monocytes,CENPF,-0.90810555,0.9896294,0.3638224446479973,0.38076655640816043
FCGR3A+ Monocytes,RBM4,-0.93067616,,0.3520210932640594,0.3691883516141158
FCGR3A+ Monocytes,EIF3H,-0.93401176,,0.3502978367231916,0.36757380558572045
FCGR3A+ Monocytes,MRPL23,-0.945575,,0.3443653966694328,0.3615384741936302
FCGR3A+ Monocytes,NR3C1,-0.94613093,,0.3440818078363741,0.36143047041635934
FCGR3A+ Monocytes,EARS2,-1.0157329,2.5403771,0.30975659478401596,0.3262312741274523
FCGR3A+ Monocytes,TMEM229B,-1.0168447,,0.30922728702926217,0.32584540255981265
FCGR3A+ Monocytes,YPEL5,-1.0489773,,0.29418856835036866,0.3106531872759965
FCGR3A+ Monocytes,SRGN,-1.0565379,,0.2907225383862365,0.30715534958926205
FCGR3A+ Monocytes,STT3A,-1.1047922,,0.2692496005404019,0.28476954049751657
FCGR3A+ Monocytes,CEP85L,-1.1135759,,0.2654611578100349,0.28091127810585703
FCGR3A+ Monocytes,POLR2K,-1.1144654,,0.2650795753587619,0.280655982380902
FCGR3A+ Monocytes,SMU1,-1.1351459,,0.25631420576328,0.2718072171402757
FCGR3A+ Monocytes,RUNDC1,-1.150823,,0.2498050649057857,0.2650451617037514
FCGR3A+ Monocytes,ATP5H,-1.161052,,0.2456207397959207,0.2607438851336738
FCGR3A+ Monocytes,DDI2,-1.1725041,1.805297,0.240994721238168,0.2559689020054891
FCGR3A+ Monocytes,NSA2,-1.1972984,,0.23119025757556877,0.24568571474555662
FCGR3A+ Monocytes,RWDD1,-1.2302092,,0.21861875239567552,0.23257314084646333
FCGR3A+ Monocytes,ATP5C1,-1.2566713,,0.20887266553154493,0.22244160333497864
FCGR3A+ Monocytes,TCEAL8,-1.2607852,,0.207386244806383,0.2209762864212925
FCGR3A+ Monocytes,PSMB8,-1.267234,,0.20507164897272856,0.21862649144214133
FCGR3A+ Monocytes,RRS1,-1.2836894,,0.1992506652612802,0.2126474549213236
FCGR3A+ Monocytes,H2AFY,-1.2992553,,0.19385632710131517,0.2070008831834652
FCGR3A+ Monocytes,LAMTOR5,-1.3379477,,0.18091346183232726,0.19338691804631455
FCGR3A+ Monocytes,ADAL,-1.3596289,4.0767565,0.17394738805297572,0.18603998722243392
FCGR3A+ Monocytes,CARS,-1.3938739,,0.1633556694338426,0.174899003676491
FCGR3A+ Monocytes,C9orf37,-1.3997668,8.293576,0.1615831696298462,0.1730939149757324
FCGR3A+ Monocytes,ICAM2,-1.4295645,,0.1528420718297887,0.16381786905657952
FCGR3A+ Monocytes,CD55,-1.4514679,,0.14664960859478932,0.1572649958121065
FCGR3A+ Monocytes,GNB2,-1.4516903,,0.1465877400022828,0.1572649958121065
FCGR3A+ Monocytes,SCFD1,-1.4644766,,0.14306377321471447,0.1535842976003376
FCGR3A+ Monocytes,PNRC1,-1.4887149,,0.1365624382020947,0.1467624268695268
FCGR3A+ Monocytes,LYSMD4,-1.4961644,-5.1260843,0.1346108207415363,0.14474281800165192
FCGR3A+ Monocytes,S100A4,-1.5168449,,0.1293058600800594,0.13911335135025218
FCGR3A+ Monocytes,RP13-131K19.2,-1.5214034,0.8089505,0.12815862443936452,0.13795330940728148
FCGR3A+ Monocytes,UNC45A,-1.5575386,,0.11934265046276378,0.12867132125365366
FCGR3A+ Monocytes,PRDX1,-1.5600959,,0.11873721657611465,0.12808761227196833
FCGR3A+ Monocytes,SEPP1,-1.5604295,0.6887177,0.11865842477956977,0.12807169431146223
FCGR3A+ Monocytes,CASP4,-1.5701026,,0.11639124641213612,0.12569249072584893
FCGR3A+ Monocytes,TMEM222,-1.5837784,,0.11324416197676876,0.1223599805259522
FCGR3A+ Monocytes,CHERP,-1.5857797,,0.11278928994466055,0.12193436750774113
FCGR3A+ Monocytes,CDC40,-1.6590508,,0.0971055575093189,0.10514949378377791
FCGR3A+ Monocytes,TRIT1,-1.6995223,2.7823343,0.08922083033041359,0.09671634724164074
FCGR3A+ Monocytes,LTC4S,-1.701746,3.6535094,0.08880300605265061,0.09631562478595511
FCGR3A+ Monocytes,ZNF493,-1.7223152,7.1390977,0.08501243499391915,0.09230448967852242
FCGR3A+ Monocytes,AMIGO1,-1.735991,0.9487429,0.08256542762729191,0.08969628205028997
FCGR3A+ Monocytes,S100A10,-1.7776854,,0.07545552881797295,0.08210612493794663
FCGR3A+ Monocytes,FN3KRP,-1.8104851,,0.07022059110573539,0.07649301863369869
FCGR3A+ Monocytes,VPS13A,-1.8143766,,0.06961976645375084,0.075879854445505
FCGR3A+ Monocytes,B2M,-1.8150437,,0.06951719296830255,0.07580937073969744
FCGR3A+ Monocytes,RIOK1,-1.8397268,,0.06580835188954652,0.0718431789187189
FCGR3A+ Monocytes,DYNLL1,-1.8435072,,0.06525500127680695,0.07127799156396171
FCGR3A+ Monocytes,ARHGDIA,-1.8483993,,0.06454460223763608,0.07054054889359135
FCGR3A+ Monocytes,TRADD,-1.8809766,,0.05997510695451797,0.06565419480516473
FCGR3A+ Monocytes,C15orf57,-1.8842565,,0.05953028446550195,0.06520294026889589
FCGR3A+ Monocytes,TXNDC5,-1.9197803,1.626675,0.05488566660068584,0.060214664400094174
FCGR3A+ Monocytes,RNF139,-1.943018,,0.05201399117581656,0.0571268436856854
FCGR3A+ Monocytes,GNAI2,-1.9624753,,0.04970716699177614,0.05465328971058399
FCGR3A+ Monocytes,FCGR2A,-1.9847124,,0.04717647758915888,0.05189931527960273
FCGR3A+ Monocytes,FLNA,-2.0057263,,0.044885444711835615,0.04943330915400398
FCGR3A+ Monocytes,EXOSC8,-2.0331893,,0.042033413888934064,0.04636890666181364
FCGR3A+ Monocytes,ARL6IP5,-2.0489774,,0.04046431655919207,0.044662601058710893
FCGR3A+ Monocytes,HSP90AA1,-2.0976765,,0.0359337209202605,0.039705768972663535
FCGR3A+ Monocytes,PIGU,-2.1755064,,0.029592196054731564,0.03277098123447571
FCGR3A+ Monocytes,SLC40A1,-2.227652,,0.025903717427982965,0.028749963849037698
FCGR3A+ Monocytes,NDUFA5,-2.2337673,,0.02549838289465349,0.02831580554653358
FCGR3A+ Monocytes,SRSF7,-2.3216038,,0.020254282744688826,0.022504758605209806
FCGR3A+ Monocytes,PRPF18,-2.3310544,,0.01975048718561642,0.02198162179812623
FCGR3A+ Monocytes,TBCB,-2.3317215,,0.019715342237125535,0.02195472409479458
FCGR3A+ Monocytes,S100A9,-2.3436184,,0.019097698957699617,0.0212906342895202
FCGR3A+ Monocytes,KLRG1,-2.3508453,,0.018730811687127445,0.020893264570136582
FCGR3A+ Monocytes,IFNGR2,-2.3538475,,0.018580234161362588,0.0207368684836636
FCGR3A+ Monocytes,ZNF350,-2.3616304,,0.018194770578661024,0.020318001762882218
FCGR3A+ Monocytes,REEP5,-2.4455752,,0.014462124844980887,0.016185925959687618
FCGR3A+ Monocytes,NMNAT3,-2.4629202,,0.013781058713043885,0.015440962143466538
FCGR3A+ Monocytes,CNPY3,-2.4788196,,0.013181792634082395,0.014777794432827797
FCGR3A+ Monocytes,NDUFA11,-2.5298538,,0.011411009067168533,0.012799785829689886
FCGR3A+ Monocytes,VPS51,-2.5759957,,0.009995191895287189,0.011224246934629072
FCGR3A+ Monocytes,CBX5,-2.6190243,,0.008818166791732978,0.00991362202555703
FCGR3A+ Monocytes,SSBP1,-2.6263626,,0.008630284809457621,0.009707856928523759
FCGR3A+ Monocytes,ACD,-2.68429,,0.007268402123376892,0.008180531371273937
FCGR3A+ Monocytes,ARGLU1,-2.685958,,0.0072322219200451265,0.008144394054104873
FCGR3A+ Monocytes,CKB,-2.7306542,,0.006320873856412623,0.007134169138163232
FCGR3A+ Monocytes,DNPH1,-2.7517796,,0.005927241797053716,0.006693666625695897
FCGR3A+ Monocytes,TGFB1,-2.767123,,0.005655340440118082,0.006393827518505463
FCGR3A+ Monocytes,DUT,-2.8230493,,0.004756926573526536,0.005384184010782724
FCGR3A+ Monocytes,RP11-10K16.1,-2.8266072,0.9797856,0.00470440001947934,0.005327746341426206
FCGR3A+ Monocytes,EIF5B,-2.8338342,,0.004599318713655597,0.005211692593377447
FCGR3A+ Monocytes,EIF4E2,-2.850401,,0.004366416727243942,0.004950585858553222
FCGR3A+ Monocytes,RBM3,-2.9096625,,0.0036181918176260213,0.00410924681161388
FCGR3A+ Monocytes,ITSN2,-2.9172232,,0.0035316301264834878,0.004013216052822145
FCGR3A+ Monocytes,PRDM2,-2.9331226,,0.0033557131035334515,0.003815478230282492
FCGR3A+ Monocytes,METTL3,-2.933345,4.205048,0.003353310331005079,0.0038149150523379737
FCGR3A+ Monocytes,PSMB6,-2.9389043,,0.0032937478838696065,0.003749286151245995
FCGR3A+ Monocytes,C20orf27,-2.941684,,0.0032643294919986947,0.0037179151389506774
FCGR3A+ Monocytes,CCDC12,-2.9528024,,0.0031490343764137116,0.0035886431640042298
FCGR3A+ Monocytes,PPP6C,-2.9551373,,0.003125299118661318,0.0035636249927723123
FCGR3A+ Monocytes,GIMAP7,-2.9559157,,0.0031174236836628913,0.0035566727708646793
FCGR3A+ Monocytes,ALG13,-2.9644768,,0.003031980243227248,0.003463141340065389
FCGR3A+ Monocytes,C14orf166,-2.96759,,0.003001443312309745,0.0034321821753113147
FCGR3A+ Monocytes,NDUFA12,-2.9680347,,0.002997103871396572,0.0034291806308885267
FCGR3A+ Monocytes,CCT7,-3.0110636,,0.0026033440100322373,0.002982066449063273
FCGR3A+ Monocytes,PPA1,-3.0177345,,0.002546718185983347,0.0029188747117287646
FCGR3A+ Monocytes,POLE4,-3.0217373,,0.002513285696270987,0.0028822083672832423
FCGR3A+ Monocytes,EPSTI1,-3.0399716,,0.0023660040338016877,0.002717982807354035
FCGR3A+ Monocytes,KARS,-3.0512013,,0.0022792764672110444,0.0026198580082885566
FCGR3A+ Monocytes,POLD2,-3.0583172,,0.0022258380520488543,0.0025599057527876416
FCGR3A+ Monocytes,AURKC,-3.0725489,1.0592539,0.0021223902115644726,0.0024423362618693585
FCGR3A+ Monocytes,IFI35,-3.0782194,,0.002082415402404318,0.002397714913534045
FCGR3A+ Monocytes,EFHD2,-3.079776,,0.0020715633826759203,0.0023865937588432263
FCGR3A+ Monocytes,GGNBP2,-3.0855577,,0.002031708510315332,0.002342027101228048
FCGR3A+ Monocytes,DPY30,-3.086447,,0.0020256398191960045,0.002336378107492508
FCGR3A+ Monocytes,VPS28,-3.095898,,0.0019621794329316945,0.002264488670434731
FCGR3A+ Monocytes,SIAH2,-3.1094625,,0.0018742810384249757,0.0021655471270074817
